Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-05-29 00:00:00+05:30,70.44999694824219,71.5,69.5,69.94999694824219,30781875,0.0,0.0
2024-05-30 00:00:00+05:30,69.94999694824219,70.5999984741211,67.1500015258789,67.55000305175781,28157166,0.0,0.0
2024-05-31 00:00:00+05:30,68.0999984741211,69.80000305175781,66.19999694824219,68.9000015258789,30505455,0.0,0.0
2024-06-03 00:00:00+05:30,73.69999694824219,74.9000015258789,70.3499984741211,73.19999694824219,60182377,0.0,0.0
2024-06-04 00:00:00+05:30,72.0,72.0,58.599998474121094,62.099998474121094,61800928,0.0,0.0
2024-06-05 00:00:00+05:30,62.099998474121094,64.9000015258789,59.150001525878906,64.0999984741211,26799629,0.0,0.0
2024-06-06 00:00:00+05:30,65.6500015258789,68.0,65.19999694824219,66.6500015258789,24733474,0.0,0.0
2024-06-07 00:00:00+05:30,66.9000015258789,67.80000305175781,65.75,67.30000305175781,14896008,0.0,0.0
2024-06-10 00:00:00+05:30,67.8499984741211,68.0999984741211,66.3499984741211,66.8499984741211,13213258,0.0,0.0
2024-06-11 00:00:00+05:30,67.2300033569336,67.30000305175781,65.91000366210938,66.52999877929688,11479045,0.0,0.0
2024-06-12 00:00:00+05:30,66.75,69.41000366210938,66.55000305175781,67.86000061035156,24798173,0.0,0.0
2024-06-13 00:00:00+05:30,68.45999908447266,68.98999786376953,67.0,67.41999816894531,11430272,0.0,0.0
2024-06-14 00:00:00+05:30,67.69999694824219,68.18000030517578,67.05000305175781,67.20999908447266,9550000,0.0,0.0
2024-06-18 00:00:00+05:30,67.5999984741211,68.08000183105469,66.44999694824219,66.66999816894531,9545217,0.0,0.0
2024-06-19 00:00:00+05:30,66.95999908447266,67.69999694824219,64.5,66.16999816894531,19219919,0.0,0.0
2024-06-20 00:00:00+05:30,66.55000305175781,68.68000030517578,66.22000122070312,66.94000244140625,17972603,0.0,0.0
2024-06-21 00:00:00+05:30,67.0,67.30000305175781,65.69999694824219,66.12999725341797,10165101,0.0,0.0
2024-06-24 00:00:00+05:30,65.98999786376953,66.68000030517578,65.25,65.86000061035156,7586218,0.0,0.0
2024-06-25 00:00:00+05:30,66.0,66.33999633789062,64.0999984741211,64.27999877929688,12677814,0.0,0.0
2024-06-26 00:00:00+05:30,64.3499984741211,65.19999694824219,64.0,64.18000030517578,7552633,0.0,0.0
2024-06-27 00:00:00+05:30,64.18000030517578,64.58000183105469,63.060001373291016,63.9900016784668,7626789,0.0,0.0
2024-06-28 00:00:00+05:30,64.08999633789062,66.33999633789062,64.08000183105469,64.27999877929688,10108971,0.0,0.0
2024-07-01 00:00:00+05:30,64.5999984741211,64.7699966430664,63.52000045776367,63.68000030517578,8761598,0.0,0.0
2024-07-02 00:00:00+05:30,63.84000015258789,64.19999694824219,62.81999969482422,63.209999084472656,6166179,0.0,0.0
2024-07-03 00:00:00+05:30,63.529998779296875,64.19999694824219,63.29999923706055,63.45000076293945,5217717,0.0,0.0
2024-07-04 00:00:00+05:30,63.779998779296875,64.0,63.0,63.119998931884766,6053776,0.0,0.0
2024-07-05 00:00:00+05:30,62.209999084472656,63.650001525878906,62.209999084472656,62.9900016784668,8981403,0.0,0.0
2024-07-08 00:00:00+05:30,63.29999923706055,63.29999923706055,62.0,62.029998779296875,7481396,0.0,0.0
2024-07-09 00:00:00+05:30,62.27000045776367,67.9000015258789,62.099998474121094,64.54000091552734,53123928,0.0,0.0
2024-07-10 00:00:00+05:30,64.80000305175781,65.47000122070312,62.91999816894531,64.66000366210938,13203592,0.0,0.0
2024-07-11 00:00:00+05:30,65.0,65.44000244140625,63.5,63.65999984741211,8911223,0.0,0.0
2024-07-12 00:00:00+05:30,64.0,65.0999984741211,63.0,63.66999816894531,8206979,0.0,0.0
2024-07-15 00:00:00+05:30,64.0999984741211,69.44999694824219,63.56999969482422,68.41999816894531,83168612,0.0,0.0
2024-07-16 00:00:00+05:30,68.75,70.94999694824219,67.01000213623047,67.29000091552734,26932299,0.0,0.0
2024-07-18 00:00:00+05:30,67.30000305175781,71.62999725341797,65.61000061035156,67.4800033569336,61370002,0.0,0.0
2024-07-19 00:00:00+05:30,67.9000015258789,68.58000183105469,64.01000213623047,64.4800033569336,26176196,0.0,0.0
2024-07-22 00:00:00+05:30,64.0999984741211,66.55000305175781,63.79999923706055,64.80999755859375,26591118,0.0,0.0
2024-07-23 00:00:00+05:30,65.5,65.75,61.0,63.66999816894531,20143107,0.0,0.0
2024-07-24 00:00:00+05:30,63.7599983215332,67.5,63.54999923706055,65.69999694824219,25981951,0.0,0.0
2024-07-25 00:00:00+05:30,64.98999786376953,66.9000015258789,64.70999908447266,65.66999816894531,14552231,0.0,0.0
2024-07-26 00:00:00+05:30,65.9000015258789,69.27999877929688,65.83999633789062,67.33000183105469,37689303,0.0,0.0
2024-07-29 00:00:00+05:30,68.91000366210938,72.5999984741211,68.0199966430664,68.30000305175781,51832638,0.0,0.0
2024-07-30 00:00:00+05:30,68.5,68.87999725341797,67.20999908447266,67.52999877929688,13623785,0.0,0.0
2024-07-31 00:00:00+05:30,67.75,67.9800033569336,66.12999725341797,66.69999694824219,10181977,0.0,0.0
2024-08-01 00:00:00+05:30,66.9000015258789,68.45999908447266,66.0,66.63999938964844,17106262,0.0,0.0
2024-08-02 00:00:00+05:30,65.38999938964844,66.87000274658203,64.55000305175781,65.25,15668574,0.0,0.0
2024-08-05 00:00:00+05:30,63.0,63.900001525878906,60.65999984741211,61.11000061035156,21816262,0.0,0.0
2024-08-06 00:00:00+05:30,62.09000015258789,63.47999954223633,59.77000045776367,60.130001068115234,13453960,0.0,0.0
2024-08-07 00:00:00+05:30,62.0,62.400001525878906,60.220001220703125,61.90999984741211,13697026,0.0,0.0
2024-08-08 00:00:00+05:30,62.13999938964844,62.95000076293945,61.36000061035156,61.650001525878906,10265370,0.0,0.0
2024-08-09 00:00:00+05:30,62.2400016784668,62.75,61.560001373291016,61.72999954223633,9865218,0.0,0.0
2024-08-12 00:00:00+05:30,61.0,61.47999954223633,60.5,60.88999938964844,8147891,0.0,0.0
2024-08-13 00:00:00+05:30,61.20000076293945,61.630001068115234,60.11000061035156,60.36000061035156,5968369,0.0,0.0
2024-08-14 00:00:00+05:30,60.349998474121094,60.70000076293945,59.209999084472656,59.709999084472656,6763977,0.0,0.0
2024-08-16 00:00:00+05:30,60.29999923706055,61.349998474121094,60.150001525878906,60.88999938964844,5746422,0.0,0.0
2024-08-19 00:00:00+05:30,61.20000076293945,62.45000076293945,61.099998474121094,61.90999984741211,7738878,0.0,0.0
2024-08-20 00:00:00+05:30,62.0,62.349998474121094,61.560001373291016,62.119998931884766,6625107,0.0,0.0
2024-08-21 00:00:00+05:30,62.5,62.650001525878906,61.869998931884766,62.209999084472656,5857733,0.0,0.0
2024-08-22 00:00:00+05:30,62.5,63.63999938964844,62.099998474121094,62.310001373291016,10243658,0.0,0.0
2024-08-23 00:00:00+05:30,62.29999923706055,62.52000045776367,61.810001373291016,62.09000015258789,4066501,0.0,0.0
2024-08-26 00:00:00+05:30,62.099998474121094,62.38999938964844,61.04999923706055,61.279998779296875,5244993,0.0,0.0
2024-08-27 00:00:00+05:30,61.25,61.86000061035156,61.11000061035156,61.369998931884766,3967400,0.0,0.0
2024-08-28 00:00:00+05:30,61.43000030517578,62.130001068115234,60.5,60.7400016784668,5856807,0.0,0.0
2024-08-29 00:00:00+05:30,60.72999954223633,61.2400016784668,60.31999969482422,60.84000015258789,4296379,0.0,0.0
2024-08-30 00:00:00+05:30,61.099998474121094,61.5,60.45000076293945,60.77000045776367,3731727,0.0,0.0
2024-09-02 00:00:00+05:30,60.88999938964844,61.099998474121094,59.95000076293945,60.599998474121094,6013881,0.0,0.0
2024-09-03 00:00:00+05:30,60.599998474121094,60.97999954223633,60.369998931884766,60.470001220703125,3206133,0.0,0.0
2024-09-04 00:00:00+05:30,59.689998626708984,60.34000015258789,59.400001525878906,59.72999954223633,3892961,0.0,0.0
2024-09-05 00:00:00+05:30,59.9900016784668,60.29999923706055,59.599998474121094,59.70000076293945,3163465,0.0,0.0
2024-09-06 00:00:00+05:30,59.689998626708984,59.959999084472656,58.0,58.04999923706055,7797536,0.0,0.0
2024-09-09 00:00:00+05:30,58.04999923706055,58.13999938964844,56.630001068115234,57.2599983215332,6623395,0.0,0.0
2024-09-10 00:00:00+05:30,57.45000076293945,58.72999954223633,57.41999816894531,58.29999923706055,3520447,0.0,0.0
2024-09-11 00:00:00+05:30,58.400001525878906,58.599998474121094,57.0,57.41999816894531,4311077,0.0,0.0
2024-09-12 00:00:00+05:30,57.63999938964844,58.09000015258789,57.040000915527344,57.560001373291016,5016294,0.0,0.0
